"id","provider","status","interval","user_id","provider_subscription_id","plan_name","price_cents","currency","billing_interval","trial_ends_at","cancel_at","meta","current_period_end","created_at","updated_at"
"c5fbdceb-0842-469c-ac37-3b2b2597f17e","manual","active","monthly","e3036343-6942-4441-a4c1-21c5ade815e5","98170c74-4128-48f1-96a4-1bbac28f8bf5","premium","0","BRL","month",,,"{""adminId"":""230d01ae-05db-4422-a5b8-7c69f6fcf2df"",""createdAt"":""2025-11-18T04:24:03.383Z"",""createdBy"":""admin""}","""2025-12-18T04:24:03.383Z""","""2025-11-18T04:24:03.403Z""","""2025-11-18T04:30:34.300Z"""
